"Order","Desc","Mile","DTN","DTP","NW","Elev","LPL","HPL","Comment","Link","index","Type","Other"
"207","Madison","261.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Madison/35.824/-82.938/3","3","W","S"
"208","Cocke","261.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cocke/35.825/-82.938/3","3","W","S"
"209","North Carolina","262.2","0.0","0.0","","3513","3513","3513","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Carolina/35.824/-82.938/3","3","W","S"
"210","Tennessee","262.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tennessee/35.825/-82.938/3","3","W",""
"211","Lemon Gap","262.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lemon-Gap/35.825/-82.938/3","3","W",""
"212","Rattlesnake Branch Rd","262.3","0.6","0.1","","3549","3526","3549","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rattlesnake-Branch-Rd/35.826/-82.937/3","3","W",""
"213","Lemon Prong","262.9","0.6","0.6","","3933","3546","3933","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lemon-Prong/35.833/-82.937/3","3","W","X"
"214","Walnut Mountain","263.5","0.5","0.6","","4248","3933","4291","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Walnut-Mountain/35.836/-82.937/3","3","W",""
"215","Fall Branch","264.0","0.3","0.5","","3933","3933","4248","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fall-Branch/35.837/-82.931/3","3","W","S"
"216","Kale Gap","264.3","0.2","0.3","","3677","3674","3933","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Kale-Gap/35.839/-82.927/3","3","W",""
"217","Wolf Creek","264.5","0.5","0.2","","3815","3679","3807","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wolf-Creek/35.840/-82.924/3","3","W",""
"218","Catpen Gap","265.0","1.0","0.5","","4130","3815","4130","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Catpen-Gap/35.837/-82.920/3","3","W",""
"219","Bluff Mountain","266.0","2.0","1.0","","4675","4117","4681","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bluff-Mountain/35.841/-82.907/3","3","W",""
"220","Jones Branch","268.0","2.1","2.0","","3464","3461","4675","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jones-Branch/35.852/-82.899/3","3","W",""
"221","Garenflo Gap","268.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Garenflo-Gap/35.853/-82.876/3","3","W",""
"222","Gorenflo Gap Rd","270.1","0.0","2.1","","2467","2454","3463","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gorenflo-Gap-Rd/35.854/-82.876/3","3","W",""
"223","Garenflo Gap","270.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Garenflo-Gap/35.853/-82.875/3","3","W","X"
"224","Taylor Hollow Gap","270.7","0.5","0.6","","2624","2460","2670","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Taylor-Hollow-Gap/35.857/-82.868/3","3","W","X"
"225","East Fork Shut-In Creek","271.2","1.8","0.5","","2831","2601","2851","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Fork-Shut-In-Creek/35.861/-82.870/3","3","W",""
"226","Canebrake Ridge","273.0","0.5","1.8","","2585","2575","2939","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Canebrake-Ridge/35.873/-82.865/3","3","W",""
"227","Deer Park","273.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deer-Park/35.876/-82.861/3","3","W",""
"228","Gragg Gap","273.5","0.0","0.5","","2309","2309","2355","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gragg-Gap/35.876/-82.862/3","3","W",""
"229","Deer Park Mountain","274.2","","0.7","","2585","2309","2631","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deer-Park-Mountain/35.883/-82.856/3","3","W","S"
"1","Hot Springs NC 28743","","","","","","","","35.900000 -82.830000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Hot-Springs-NC-28743/35.890/-82.832/3","4","W","R X"
"2","Trail head parking in Hot Springs","","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Trail-head-parking-in-Ho/35.890/-82.833/3","4","W",""
"3","S Serpentine Ave","276.5","0.1","0.0","","1397","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/S-Serpentine-Ave/35.890/-82.832/3","4","W",""
"4","Hot Springs NC","276.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Hot-Springs-NC/35.890/-82.832/3","4","W","R X"
"5","Appalachian Trail Hwy","276.6","0.2","0.1","","1345","1345","1397","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Appalachian-Trail-Hwy/35.890/-82.832/3","4","W","R X"
"6","Walnut St","276.8","0.2","0.2","","1338","1335","1348","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Walnut-St/35.892/-82.830/3","4","W","X"
"7","S Spring St","276.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/S-Spring-St/35.893/-82.827/3","4","W","X"
"8","Spring Creek","277.0","0.0","0.2","","1325","1326","1326","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spring-Creek/35.893/-82.827/3","4","W","X"
"9","Andrews Ave S","277.1","0.1","0.1","","1328","1325","1327","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Andrews-Ave-S/35.893/-82.826/3","4","W","X"
"10","French Broad River","277.2","0.1","0.1","","1315","1305","1328","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/French-Broad-River/35.894/-82.823/3","4","W","X"
"11","Silvermine Rd","277.3","0.1","0.1","","1328","1314","1327","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Silvermine-Rd/35.894/-82.822/3","4","W",""
"12","Silver Mine Creek","277.4","1.7","0.1","","1315","1312","1328","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Silver-Mine-Creek/35.893/-82.821/3","4","W","X"
"13","Lovers Leap Ridge","279.1","1.1","1.7","","2293","1305","2339","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lovers-Leap-Ridge/35.884/-82.809/3","4","W",""
"14","Pump Gap","280.2","1.5","1.1","","2096","2089","2388","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pump-Gap/35.889/-82.797/3","4","W",""
"15","Lake/pond/tank","281.7","0.1","1.5","","2460","2096","2490","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/35.901/-82.792/3","4","W",""
"16","Mill Ridge Rd","281.8","0.3","0.1","","2536","2459","2536","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mill-Ridge-Rd/35.902/-82.790/3","4","W",""
"17","Mill Ridge","282.1","0.7","0.3","","2585","2536","2588","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mill-Ridge/35.905/-82.790/3","4","W","X"
"18","US Hwy 70","282.8","0.0","0.7","","2263","2253","2585","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Hwy-70/35.910/-82.791/3","4","W",""
"19","Tanyard Gap","282.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tanyard-Gap/35.911/-82.790/3","4","W","X"
"20","Silver Mine Creek","283.5","0.8","0.7","","2627","2240","2634","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Silver-Mine-Creek/35.915/-82.794/3","4","W","X"
"21","National Forests in North Carolina","283.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forests-in-Nort/35.919/-82.799/3","4","W",""
"22","Madison","283.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Madison/35.919/-82.799/3","4","W",""
"23","North Carolina","284.3","1.5","0.0","","3097","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Carolina/35.919/-82.799/3","4","W",""
"24","Cherokee National Forest","284.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cherokee-National-Forest/35.932/-82.804/3","4","W",""
"25","Greene","284.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Greene/35.932/-82.804/3","4","W",""
"26","Tennessee","285.8","0.2","0.0","","3244","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tennessee/35.932/-82.804/3","4","W",""
"27","Lookout Mountain Rd","286.0","0.2","0.2","","2995","2995","3214","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lookout-Mountain-Rd/35.934/-82.805/3","4","W",""
"28","Hurricane Gap","286.2","1.7","0.2","","2952","2942","3008","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Hurricane-Gap/35.936/-82.805/3","4","W","X"
"29","Spring Mountain","287.9","0.3","1.7","","3536","2952","3605","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spring-Mountain/35.952/-82.790/3","4","W",""
"30","Spring Mountain","288.2","1.6","0.3","","3618","3530","3615","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spring-Mountain/35.954/-82.787/3","4","W","S"
"31","Deep Gap","289.8","1.9","1.6","","2933","2919","3622","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Deep-Gap/35.970/-82.777/3","4","W",""
"32","Asheville Hwy","289.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Asheville-Hwy/35.987/-82.787/3","4","W",""
"33","Allen Gap","291.7","0.1","0.0","","2227","2224","3185","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Allen-Gap/35.987/-82.785/3","4","W",""
"34","TN 70 (Allen Gap)","291.8","2.6","0.1","","2224","2224","2230","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/TN-70-Allen-Gap/35.987/-82.787/3","4","W","X"
"35","National Forests in North Carolina","291.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forests-in-Nort/36.004/-82.763/3","4","W",""
"36","Madison","291.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Madison/36.004/-82.763/3","4","W",""
"37","North Carolina","294.4","0.1","0.0","","3093","3093","3093","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Carolina/36.004/-82.763/3","4","W",""
"38","Cherokee National Forest","294.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cherokee-National-Forest/36.005/-82.762/3","4","W",""
"39","Greene","294.5","0.0","0.1","","3090","3083","3100","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Greene/36.005/-82.762/3","4","W",""
"40","Tennessee","294.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tennessee/36.005/-82.762/3","4","W",""
"41","Little Laurel","296.6","1.3","2.1","","3654","3008","3653","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Laurel/36.015/-82.736/3","4","W",""
"42","Seng Ridge","297.9","0.2","1.3","","4721","3656","4711","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Seng-Ridge/36.021/-82.717/3","4","W","S"
"43","Camp Creek Bald","298.1","1.8","0.2","","4658","4625","4730","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Camp-Creek-Bald/36.024/-82.715/3","4","W",""
"44","Little Firescald Knob","299.9","0.2","0.0","","4481","4311","4658","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Firescald-Knob/36.034/-82.702/3","4","W",""
"45","Little Firescald Knob","299.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Firescald-Knob/36.034/-82.701/3","4","W",""
"46","Bearwallow Gap","300.1","0.6","0.2","","4406","4402","4481","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bearwallow-Gap/36.035/-82.698/3","4","W",""
"47","Big Firescald Knob","300.7","0.9","0.6","","4458","4370","4488","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Big-Firescald-Knob/36.039/-82.689/3","4","W",""
"48","Fox Cabin Gap","301.6","0.3","0.9","","4169","4169","4481","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fox-Cabin-Gap/36.047/-82.681/3","4","W",""
"49","Lick Log Gap","301.9","0.6","0.3","","4101","4101","4215","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lick-Log-Gap/36.049/-82.676/3","4","W",""
"50","Bald Mountain","302.5","0.6","0.6","","4353","4101","4353","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain/36.053/-82.669/3","4","W",""
"51","Andrew Johnson Mountain","303.1","0.2","0.6","","4261","4196","4353","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Andrew-Johnson-Mountain/36.056/-82.659/3","4","W",""
"52","Jerry's Cabin","303.3","0.0","0.2","","4146","4146","4189","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jerrys-Cabin/36.056/-82.657/3","4","W",""
"53","Spring","303.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spring/36.057/-82.658/3","4","W","S"
"54","Chestnutlog Gap","303.4","1.5","0.1","","4120","4120","4146","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Chestnutlog-Gap/36.056/-82.656/3","4","W","S"
"55","Cherokee National Forest","303.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cherokee-National-Forest/36.066/-82.637/3","4","W",""
"56","National Forests in North Carolina","303.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/National-Forests-in-Nort/36.066/-82.636/3","4","W",""
"57","Greene","303.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Greene/36.066/-82.637/3","4","W",""
"58","Madison","304.9","0.2","0.0","","4678","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Madison/36.066/-82.636/3","4","W",""
"59","Tennessee","304.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tennessee/36.066/-82.637/3","4","W",""
"60","North Carolina","304.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Carolina/36.066/-82.636/3","4","W",""
"61","Big Butt","305.1","0.1","0.2","","4803","4679","4803","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Big-Butt/36.066/-82.633/3","4","W",""
"62","Coldspring Mountain","305.2","0.6","0.1","","4809","4796","4809","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Coldspring-Mountain/36.066/-82.633/3","4","W",""
"63","Gravel Knob","305.8","2.1","0.6","","4698","4685","4809","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gravel-Knob/36.061/-82.627/3","4","W",""
"64","Coldspring Mountain","307.9","0.4","2.1","","3930","3939","4698","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Coldspring-Mountain/36.042/-82.606/3","4","W",""
"65","Unicoi","308.3","0.0","0.4","","3490","3501","3513","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Unicoi/36.040/-82.603/3","4","W",""
"66","Flint Gap","308.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Flint-Gap/36.040/-82.603/3","4","W",""
"67","Flint Mountain","309.1","1.2","0.8","","3566","3431","3674","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Flint-Mountain/36.035/-82.597/3","4","W",""
"68","Locust Ridge","310.3","1.5","1.2","","3389","3375","3582","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Locust-Ridge/36.023/-82.603/3","4","W","S"
"69","Devil's Fork Gap","311.8","0.0","1.5","","3097","3103","3126","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Devils-Fork-Gap/36.010/-82.609/3","4","W",""
"70","Devil Fork Gap","311.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Devil-Fork-Gap/36.011/-82.608/3","4","W",""
"71","State Hwy 212","311.9","0.5","0.1","","3097","3093","3098","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Hwy-212/36.010/-82.609/3","4","W",""
"72","Rector Laurel Rd","311.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rector-Laurel-Rd/36.006/-82.607/3","4","W","X"
"73","Laurel Branch","312.4","0.4","0.0","","2952","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Laurel-Branch/36.006/-82.607/3","4","W","X"
"74","Boone Cove","312.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Boone-Cove/36.006/-82.607/3","4","W","X"
"75","Sugarloaf Branch","312.8","1.1","0.4","","3218","2952","3218","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sugarloaf-Branch/36.000/-82.606/3","4","W","X"
"76","Sugarloaf Gap","313.9","0.8","1.1","","3982","3218","3989","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sugarloaf-Gap/35.993/-82.609/3","4","W",""
"77","Cherokee National Forest","313.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cherokee-National-Forest/35.988/-82.602/3","4","W",""
"78","Unicoi","314.7","0.2","0.0","","4291","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Unicoi/35.988/-82.602/3","4","W",""
"79","Tennessee","314.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Tennessee/35.988/-82.602/3","4","W",""
